interval_start_dt,interval_end_dt,system_load_mw,region_count,date,year,month,hour,day_of_week,dow_num,is_weekend,season,source,definition
2023-12-04T11:00:00,2023-12-04T12:00:00,77515.84,3,12/4/2023,2023,12,11,Monday,0,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-04T12:00:00,2023-12-04T13:00:00,76721.68,3,12/4/2023,2023,12,12,Monday,0,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-04T13:00:00,2023-12-04T14:00:00,76207.7,3,12/4/2023,2023,12,13,Monday,0,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-04T14:00:00,2023-12-04T15:00:00,75734.68,3,12/4/2023,2023,12,14,Monday,0,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-04T15:00:00,2023-12-04T16:00:00,75262.3,3,12/4/2023,2023,12,15,Monday,0,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-04T16:00:00,2023-12-04T17:00:00,75578.97,3,12/4/2023,2023,12,16,Monday,0,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-04T17:00:00,2023-12-04T18:00:00,78181.33,3,12/4/2023,2023,12,17,Monday,0,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-04T18:00:00,2023-12-04T19:00:00,80404.62,3,12/4/2023,2023,12,18,Monday,0,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-04T19:00:00,2023-12-04T20:00:00,80327.06,3,12/4/2023,2023,12,19,Monday,0,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-04T20:00:00,2023-12-04T21:00:00,79551.45,3,12/4/2023,2023,12,20,Monday,0,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-04T21:00:00,2023-12-04T22:00:00,77894.27,3,12/4/2023,2023,12,21,Monday,0,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-04T22:00:00,2023-12-04T23:00:00,75058.6,3,12/4/2023,2023,12,22,Monday,0,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-04T23:00:00,2023-12-05T00:00:00,71828.91,3,12/4/2023,2023,12,23,Monday,0,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-05T00:00:00,2023-12-05T01:00:00,69374.21,3,12/5/2023,2023,12,0,Tuesday,1,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-05T01:00:00,2023-12-05T02:00:00,67695.29,3,12/5/2023,2023,12,1,Tuesday,1,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-05T02:00:00,2023-12-05T03:00:00,66824.79,3,12/5/2023,2023,12,2,Tuesday,1,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-05T03:00:00,2023-12-05T04:00:00,66776.67,3,12/5/2023,2023,12,3,Tuesday,1,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-05T04:00:00,2023-12-05T05:00:00,67236.29,3,12/5/2023,2023,12,4,Tuesday,1,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-05T05:00:00,2023-12-05T06:00:00,69327.57,3,12/5/2023,2023,12,5,Tuesday,1,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-05T06:00:00,2023-12-05T07:00:00,73976.64,3,12/5/2023,2023,12,6,Tuesday,1,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-05T07:00:00,2023-12-05T08:00:00,79242.79,3,12/5/2023,2023,12,7,Tuesday,1,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-05T08:00:00,2023-12-05T09:00:00,81221.38,3,12/5/2023,2023,12,8,Tuesday,1,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-05T09:00:00,2023-12-05T10:00:00,80594.93,3,12/5/2023,2023,12,9,Tuesday,1,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-05T10:00:00,2023-12-05T11:00:00,79515.77,3,12/5/2023,2023,12,10,Tuesday,1,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-05T11:00:00,2023-12-05T12:00:00,78248.22,3,12/5/2023,2023,12,11,Tuesday,1,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-05T12:00:00,2023-12-05T13:00:00,77565.79,3,12/5/2023,2023,12,12,Tuesday,1,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-05T13:00:00,2023-12-05T14:00:00,76627.16,3,12/5/2023,2023,12,13,Tuesday,1,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-05T14:00:00,2023-12-05T15:00:00,75749.74,3,12/5/2023,2023,12,14,Tuesday,1,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-05T15:00:00,2023-12-05T16:00:00,75186.39,3,12/5/2023,2023,12,15,Tuesday,1,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-05T16:00:00,2023-12-05T17:00:00,75763.88,3,12/5/2023,2023,12,16,Tuesday,1,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-05T17:00:00,2023-12-05T18:00:00,78566.5,3,12/5/2023,2023,12,17,Tuesday,1,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-05T18:00:00,2023-12-05T19:00:00,80669.34,3,12/5/2023,2023,12,18,Tuesday,1,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-05T19:00:00,2023-12-05T20:00:00,80543.98,3,12/5/2023,2023,12,19,Tuesday,1,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-05T20:00:00,2023-12-05T21:00:00,80081.98,3,12/5/2023,2023,12,20,Tuesday,1,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-05T21:00:00,2023-12-05T22:00:00,78712.07,3,12/5/2023,2023,12,21,Tuesday,1,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-05T22:00:00,2023-12-05T23:00:00,75962.01,3,12/5/2023,2023,12,22,Tuesday,1,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-05T23:00:00,2023-12-06T00:00:00,72664.94,3,12/5/2023,2023,12,23,Tuesday,1,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-06T00:00:00,2023-12-06T01:00:00,69926.21,3,12/6/2023,2023,12,0,Wednesday,2,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-06T01:00:00,2023-12-06T02:00:00,68333.37,3,12/6/2023,2023,12,1,Wednesday,2,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-06T02:00:00,2023-12-06T03:00:00,67535.56,3,12/6/2023,2023,12,2,Wednesday,2,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-06T03:00:00,2023-12-06T04:00:00,67308.47,3,12/6/2023,2023,12,3,Wednesday,2,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-06T04:00:00,2023-12-06T05:00:00,67953.23,3,12/6/2023,2023,12,4,Wednesday,2,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-06T05:00:00,2023-12-06T06:00:00,70241.11,3,12/6/2023,2023,12,5,Wednesday,2,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-06T06:00:00,2023-12-06T07:00:00,74915.71,3,12/6/2023,2023,12,6,Wednesday,2,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-06T07:00:00,2023-12-06T08:00:00,79879.86,3,12/6/2023,2023,12,7,Wednesday,2,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-06T08:00:00,2023-12-06T09:00:00,82046.29,3,12/6/2023,2023,12,8,Wednesday,2,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-06T09:00:00,2023-12-06T10:00:00,80968.96,3,12/6/2023,2023,12,9,Wednesday,2,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-06T10:00:00,2023-12-06T11:00:00,79890.29,3,12/6/2023,2023,12,10,Wednesday,2,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-06T11:00:00,2023-12-06T12:00:00,78388.93,3,12/6/2023,2023,12,11,Wednesday,2,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-06T12:00:00,2023-12-06T13:00:00,76708.87,3,12/6/2023,2023,12,12,Wednesday,2,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-06T13:00:00,2023-12-06T14:00:00,75752.96,3,12/6/2023,2023,12,13,Wednesday,2,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-06T14:00:00,2023-12-06T15:00:00,75088.55,3,12/6/2023,2023,12,14,Wednesday,2,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-06T15:00:00,2023-12-06T16:00:00,74592.55,3,12/6/2023,2023,12,15,Wednesday,2,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-06T16:00:00,2023-12-06T17:00:00,75088.94,3,12/6/2023,2023,12,16,Wednesday,2,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-06T17:00:00,2023-12-06T18:00:00,78144.55,3,12/6/2023,2023,12,17,Wednesday,2,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-06T18:00:00,2023-12-06T19:00:00,81094.15,3,12/6/2023,2023,12,18,Wednesday,2,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-06T19:00:00,2023-12-06T20:00:00,81433.05,3,12/6/2023,2023,12,19,Wednesday,2,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-06T20:00:00,2023-12-06T21:00:00,80690.42,3,12/6/2023,2023,12,20,Wednesday,2,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-06T21:00:00,2023-12-06T22:00:00,79572.56,3,12/6/2023,2023,12,21,Wednesday,2,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-06T22:00:00,2023-12-06T23:00:00,76984.33,3,12/6/2023,2023,12,22,Wednesday,2,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-06T23:00:00,2023-12-07T00:00:00,73709.54,3,12/6/2023,2023,12,23,Wednesday,2,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-07T00:00:00,2023-12-07T01:00:00,71164.45,3,12/7/2023,2023,12,0,Thursday,3,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-07T01:00:00,2023-12-07T02:00:00,69513.2,3,12/7/2023,2023,12,1,Thursday,3,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-07T02:00:00,2023-12-07T03:00:00,68431.9,3,12/7/2023,2023,12,2,Thursday,3,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-07T03:00:00,2023-12-07T04:00:00,68169.63,3,12/7/2023,2023,12,3,Thursday,3,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-07T04:00:00,2023-12-07T05:00:00,68799.22,3,12/7/2023,2023,12,4,Thursday,3,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-07T05:00:00,2023-12-07T06:00:00,71034.26,3,12/7/2023,2023,12,5,Thursday,3,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-07T06:00:00,2023-12-07T07:00:00,75699.09,3,12/7/2023,2023,12,6,Thursday,3,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-07T07:00:00,2023-12-07T08:00:00,80923.95,3,12/7/2023,2023,12,7,Thursday,3,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-07T08:00:00,2023-12-07T09:00:00,82318.83,3,12/7/2023,2023,12,8,Thursday,3,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-07T09:00:00,2023-12-07T10:00:00,80401.16,3,12/7/2023,2023,12,9,Thursday,3,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-07T10:00:00,2023-12-07T11:00:00,77787.81,3,12/7/2023,2023,12,10,Thursday,3,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-07T11:00:00,2023-12-07T12:00:00,75460.11,3,12/7/2023,2023,12,11,Thursday,3,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-07T12:00:00,2023-12-07T13:00:00,73602.51,3,12/7/2023,2023,12,12,Thursday,3,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-07T13:00:00,2023-12-07T14:00:00,72108.87,3,12/7/2023,2023,12,13,Thursday,3,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-07T14:00:00,2023-12-07T15:00:00,71376.7,3,12/7/2023,2023,12,14,Thursday,3,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-07T15:00:00,2023-12-07T16:00:00,71133.16,3,12/7/2023,2023,12,15,Thursday,3,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-07T16:00:00,2023-12-07T17:00:00,71732.04,3,12/7/2023,2023,12,16,Thursday,3,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-07T17:00:00,2023-12-07T18:00:00,74905.86,3,12/7/2023,2023,12,17,Thursday,3,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-07T18:00:00,2023-12-07T19:00:00,78016.22,3,12/7/2023,2023,12,18,Thursday,3,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-07T19:00:00,2023-12-07T20:00:00,78043.33,3,12/7/2023,2023,12,19,Thursday,3,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-07T20:00:00,2023-12-07T21:00:00,77353.73,3,12/7/2023,2023,12,20,Thursday,3,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-07T21:00:00,2023-12-07T22:00:00,76076.01,3,12/7/2023,2023,12,21,Thursday,3,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-07T22:00:00,2023-12-07T23:00:00,73460,3,12/7/2023,2023,12,22,Thursday,3,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-07T23:00:00,2023-12-08T00:00:00,70240.96,3,12/7/2023,2023,12,23,Thursday,3,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-08T00:00:00,2023-12-08T01:00:00,67469.5,3,12/8/2023,2023,12,0,Friday,4,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-08T01:00:00,2023-12-08T02:00:00,65393.22,3,12/8/2023,2023,12,1,Friday,4,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-08T02:00:00,2023-12-08T03:00:00,64225.72,3,12/8/2023,2023,12,2,Friday,4,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-08T03:00:00,2023-12-08T04:00:00,63673.51,3,12/8/2023,2023,12,3,Friday,4,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-08T04:00:00,2023-12-08T05:00:00,63825.88,3,12/8/2023,2023,12,4,Friday,4,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-08T05:00:00,2023-12-08T06:00:00,65446.24,3,12/8/2023,2023,12,5,Friday,4,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-08T06:00:00,2023-12-08T07:00:00,69588.46,3,12/8/2023,2023,12,6,Friday,4,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-08T07:00:00,2023-12-08T08:00:00,74224.09,3,12/8/2023,2023,12,7,Friday,4,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-08T08:00:00,2023-12-08T09:00:00,75993.82,3,12/8/2023,2023,12,8,Friday,4,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-08T09:00:00,2023-12-08T10:00:00,75605.2,3,12/8/2023,2023,12,9,Friday,4,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-08T10:00:00,2023-12-08T11:00:00,74937.03,3,12/8/2023,2023,12,10,Friday,4,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-08T11:00:00,2023-12-08T12:00:00,74329.65,3,12/8/2023,2023,12,11,Friday,4,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-08T12:00:00,2023-12-08T13:00:00,73369.96,3,12/8/2023,2023,12,12,Friday,4,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-08T13:00:00,2023-12-08T14:00:00,72713.27,3,12/8/2023,2023,12,13,Friday,4,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-08T14:00:00,2023-12-08T15:00:00,72337.35,3,12/8/2023,2023,12,14,Friday,4,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-08T15:00:00,2023-12-08T16:00:00,71639.55,3,12/8/2023,2023,12,15,Friday,4,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-08T16:00:00,2023-12-08T17:00:00,71586.83,3,12/8/2023,2023,12,16,Friday,4,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-08T17:00:00,2023-12-08T18:00:00,73639.28,3,12/8/2023,2023,12,17,Friday,4,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-08T18:00:00,2023-12-08T19:00:00,75003.44,3,12/8/2023,2023,12,18,Friday,4,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-08T19:00:00,2023-12-08T20:00:00,74071.4,3,12/8/2023,2023,12,19,Friday,4,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-08T20:00:00,2023-12-08T21:00:00,72812.03,3,12/8/2023,2023,12,20,Friday,4,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-08T21:00:00,2023-12-08T22:00:00,70903.24,3,12/8/2023,2023,12,21,Friday,4,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-08T22:00:00,2023-12-08T23:00:00,68568.15,3,12/8/2023,2023,12,22,Friday,4,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-08T23:00:00,2023-12-09T00:00:00,65793.72,3,12/8/2023,2023,12,23,Friday,4,FALSE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-09T00:00:00,2023-12-09T01:00:00,63203.45,3,12/9/2023,2023,12,0,Saturday,5,TRUE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-09T01:00:00,2023-12-09T02:00:00,61241.21,3,12/9/2023,2023,12,1,Saturday,5,TRUE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-09T02:00:00,2023-12-09T03:00:00,59613.28,3,12/9/2023,2023,12,2,Saturday,5,TRUE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-09T03:00:00,2023-12-09T04:00:00,58881.47,3,12/9/2023,2023,12,3,Saturday,5,TRUE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-09T04:00:00,2023-12-09T05:00:00,58495.24,3,12/9/2023,2023,12,4,Saturday,5,TRUE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-09T05:00:00,2023-12-09T06:00:00,59060.48,3,12/9/2023,2023,12,5,Saturday,5,TRUE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-09T06:00:00,2023-12-09T07:00:00,60555.68,3,12/9/2023,2023,12,6,Saturday,5,TRUE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-09T07:00:00,2023-12-09T08:00:00,62740.78,3,12/9/2023,2023,12,7,Saturday,5,TRUE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-09T08:00:00,2023-12-09T09:00:00,64726.88,3,12/9/2023,2023,12,8,Saturday,5,TRUE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-09T09:00:00,2023-12-09T10:00:00,66586.07,3,12/9/2023,2023,12,9,Saturday,5,TRUE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-09T10:00:00,2023-12-09T11:00:00,68001.6,3,12/9/2023,2023,12,10,Saturday,5,TRUE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-09T11:00:00,2023-12-09T12:00:00,68473.18,3,12/9/2023,2023,12,11,Saturday,5,TRUE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-09T12:00:00,2023-12-09T13:00:00,68738.6,3,12/9/2023,2023,12,12,Saturday,5,TRUE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-09T13:00:00,2023-12-09T14:00:00,68604.77,3,12/9/2023,2023,12,13,Saturday,5,TRUE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-09T14:00:00,2023-12-09T15:00:00,68491.71,3,12/9/2023,2023,12,14,Saturday,5,TRUE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-09T15:00:00,2023-12-09T16:00:00,68686.32,3,12/9/2023,2023,12,15,Saturday,5,TRUE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-09T16:00:00,2023-12-09T17:00:00,69559.99,3,12/9/2023,2023,12,16,Saturday,5,TRUE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-09T17:00:00,2023-12-09T18:00:00,71763.45,3,12/9/2023,2023,12,17,Saturday,5,TRUE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-09T18:00:00,2023-12-09T19:00:00,73502.83,3,12/9/2023,2023,12,18,Saturday,5,TRUE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-09T19:00:00,2023-12-09T20:00:00,72973.12,3,12/9/2023,2023,12,19,Saturday,5,TRUE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-09T20:00:00,2023-12-09T21:00:00,72125.38,3,12/9/2023,2023,12,20,Saturday,5,TRUE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-09T21:00:00,2023-12-09T22:00:00,71015.34,3,12/9/2023,2023,12,21,Saturday,5,TRUE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-09T22:00:00,2023-12-09T23:00:00,69237.85,3,12/9/2023,2023,12,22,Saturday,5,TRUE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-09T23:00:00,2023-12-10T00:00:00,66917.71,3,12/9/2023,2023,12,23,Saturday,5,TRUE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-10T00:00:00,2023-12-10T01:00:00,64589.94,3,12/10/2023,2023,12,0,Sunday,6,TRUE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-10T01:00:00,2023-12-10T02:00:00,62963.38,3,12/10/2023,2023,12,1,Sunday,6,TRUE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
2023-12-10T02:00:00,2023-12-10T03:00:00,61878.98,3,12/10/2023,2023,12,2,Sunday,6,TRUE,Winter,MISO_LGI_Actual_Load,"System load = sum of region loads (Central, North, South) for each hour."
